 0.1960000E+00 -0.3648292E+01 -0.3077352E+01 -0.2502314E+01 -0.1927580E+01 -0.1352946E+01 -0.7781662E+00 -0.2031766E+00  0.3720019E+00  0.9472056E+00  0.1522317E+01  0.2097438E+01  0.2667642E+01
 0.1980000E+00 -0.3648040E+01 -0.3077146E+01 -0.2502110E+01 -0.1927380E+01 -0.1352753E+01 -0.7779768E+00 -0.2029865E+00  0.3721963E+00  0.9474051E+00  0.1522519E+01  0.2097640E+01  0.2667786E+01
 0.2000000E+00 -0.3647786E+01 -0.3076938E+01 -0.2501904E+01 -0.1927179E+01 -0.1352558E+01 -0.7777856E+00 -0.2027946E+00  0.3723926E+00  0.9476067E+00  0.1522724E+01  0.2097844E+01  0.2667932E+01
 0.2020000E+00 -0.3647531E+01 -0.3076727E+01 -0.2501695E+01 -0.1926975E+01 -0.1352360E+01 -0.7775924E+00 -0.2026008E+00  0.3725909E+00  0.9478103E+00  0.1522931E+01  0.2098049E+01  0.2668081E+01
 0.2040000E+00 -0.3647274E+01 -0.3076514E+01 -0.2501485E+01 -0.1926769E+01 -0.1352162E+01 -0.7773973E+00 -0.2024052E+00  0.3727911E+00  0.9480158E+00  0.1523140E+01  0.2098257E+01  0.2668233E+01
 0.2060000E+00 -0.3647016E+01 -0.3076299E+01 -0.2501273E+01 -0.1926562E+01 -0.1351961E+01 -0.7772004E+00 -0.2022076E+00  0.3729932E+00  0.9482233E+00  0.1523351E+01  0.2098466E+01  0.2668387E+01
 0.2080000E+00 -0.3646757E+01 -0.3076082E+01 -0.2501059E+01 -0.1926352E+01 -0.1351758E+01 -0.7770016E+00 -0.2020081E+00  0.3731973E+00  0.9484329E+00  0.1523564E+01  0.2098677E+01  0.2668544E+01
 0.2100000E+00 -0.3646496E+01 -0.3075863E+01 -0.2500843E+01 -0.1926141E+01 -0.1351553E+01 -0.7768009E+00 -0.2018068E+00  0.3734033E+00  0.9486444E+00  0.1523779E+01  0.2098890E+01  0.2668704E+01
 0.2120000E+00 -0.3646234E+01 -0.3075641E+01 -0.2500624E+01 -0.1925927E+01 -0.1351346E+01 -0.7765983E+00 -0.2016035E+00  0.3736112E+00  0.9488579E+00  0.1523995E+01  0.2099105E+01  0.2668866E+01
 0.2140000E+00 -0.3645971E+01 -0.3075418E+01 -0.2500404E+01 -0.1925712E+01 -0.1351138E+01 -0.7763938E+00 -0.2013984E+00  0.3738210E+00  0.9490734E+00  0.1524214E+01  0.2099322E+01  0.2669031E+01
 0.2160000E+00 -0.3645707E+01 -0.3075192E+01 -0.2500182E+01 -0.1925494E+01 -0.1350927E+01 -0.7761875E+00 -0.2011914E+00  0.3740328E+00  0.9492908E+00  0.1524435E+01  0.2099541E+01  0.2669199E+01
 0.2180000E+00 -0.3645441E+01 -0.3074964E+01 -0.2499958E+01 -0.1925275E+01 -0.1350715E+01 -0.7759792E+00 -0.2009825E+00  0.3742465E+00  0.9495103E+00  0.1524658E+01  0.2099762E+01  0.2669369E+01
 0.2200000E+00 -0.3645174E+01 -0.3074734E+01 -0.2499731E+01 -0.1925053E+01 -0.1350501E+01 -0.7757691E+00 -0.2007717E+00  0.3744621E+00  0.9497318E+00  0.1524883E+01  0.2099984E+01  0.2669542E+01
 0.2220000E+00 -0.3644906E+01 -0.3074501E+01 -0.2499503E+01 -0.1924830E+01 -0.1350284E+01 -0.7755571E+00 -0.2005591E+00  0.3746797E+00  0.9499552E+00  0.1525110E+01  0.2100208E+01  0.2669718E+01
