-0.6000000E+01 -0.6000000E+01  0.5152176-173
 0.5454545E+00 -0.6666667E+00  0.3137659E-04
 0.6666667E+00 -0.6666667E+00  0.4605939E-04
 0.7878788E+00 -0.6666667E+00  0.6415925E-04
 0.9090909E+00 -0.6666667E+00  0.8326142E-04
 0.1030303E+01 -0.6666667E+00  0.1021359E-03
 0.1151515E+01 -0.6666667E+00  0.1229080E-03
 0.1272727E+01 -0.6666667E+00  0.1494930E-03
 0.1393939E+01 -0.6666667E+00  0.1829135E-03
 0.1515152E+01 -0.6666667E+00  0.2174514E-03
 0.1636364E+01 -0.6666667E+00  0.2428584E-03
 0.1757576E+01 -0.6666667E+00  0.2531909E-03
 0.1878788E+01 -0.6666667E+00  0.2527421E-03
 0.2000000E+01 -0.6666667E+00  0.2510243E-03
 0.2121212E+01 -0.6666667E+00  0.2527421E-03
 0.2242424E+01 -0.6666667E+00  0.2531909E-03
 0.2363636E+01 -0.6666667E+00  0.2428584E-03
 0.2484848E+01 -0.6666667E+00  0.2174514E-03
 0.2606061E+01 -0.6666667E+00  0.1829135E-03
 0.2727273E+01 -0.6666667E+00  0.1494930E-03
 0.2848485E+01 -0.6666667E+00  0.1229080E-03
 0.2969697E+01 -0.6666667E+00  0.1021359E-03
 0.3090909E+01 -0.6666667E+00  0.8326142E-04
 0.3212121E+01 -0.6666667E+00  0.6415925E-04
 0.3333333E+01 -0.6666667E+00  0.4605939E-04
 0.3454545E+01 -0.6666667E+00  0.3137659E-04
 0.3575758E+01 -0.6666667E+00  0.2106992E-04
 0.3696970E+01 -0.6666667E+00  0.1432289E-04
 0.3818182E+01 -0.6666667E+00  0.9762260E-05
 0.3939394E+01 -0.6666667E+00  0.6431809E-05
 0.4060606E+01 -0.6666667E+00  0.3969545E-05
 0.4181818E+01 -0.6666667E+00  0.2289736E-05
 0.4303030E+01 -0.6666667E+00  0.1270093E-05
 0.4424242E+01 -0.6666667E+00  0.7037034E-06
 0.4545455E+01 -0.6666667E+00  0.3952554E-06
 0.4666667E+01 -0.6666667E+00  0.2201232E-06
 0.4787879E+01 -0.6666667E+00  0.1170167E-06
 0.4909091E+01 -0.6666667E+00  0.5810386E-07
 0.5030303E+01 -0.6666667E+00  0.2722673E-07
 0.5151515E+01 -0.6666667E+00  0.1245030E-07
 0.5272727E+01 -0.6666667E+00  0.5707770E-08
 0.5393939E+01 -0.6666667E+00  0.2597457E-08
 0.5515152E+01 -0.6666667E+00  0.1118799E-08
 0.5636364E+01 -0.6666667E+00  0.4297943E-09
 0.5757576E+01 -0.6666667E+00  0.1402359E-09
 0.5878788E+01 -0.6666667E+00  0.3763605E-10
 0.6000000E+01 -0.6666667E+00  0.8154462E-11
  
  
-0.6000000E+01 -0.5454545E+00  0.1912230E-89
-0.5878788E+01 -0.5454545E+00  0.2019077E-85
-0.5757576E+01 -0.5454545E+00  0.1685281E-81
-0.5636364E+01 -0.5454545E+00  0.1111984E-77
-0.5515152E+01 -0.5454545E+00  0.5800053E-74
-0.5393939E+01 -0.5454545E+00  0.2391510E-70
-0.5272727E+01 -0.5454545E+00  0.7795056E-67
-0.5151515E+01 -0.5454545E+00  0.2008506E-63
-0.5030303E+01 -0.5454545E+00  0.4091043E-60
-0.4909091E+01 -0.5454545E+00  0.6587215E-57
-0.4787879E+01 -0.5454545E+00  0.8384488E-54
-0.4666667E+01 -0.5454545E+00  0.8436418E-51
-0.4545455E+01 -0.5454545E+00  0.6710372E-48
-0.4424242E+01 -0.5454545E+00  0.4219315E-45
-0.4303030E+01 -0.5454545E+00  0.2097221E-42
-0.4181818E+01 -0.5454545E+00  0.8240497E-40
-0.4060606E+01 -0.5454545E+00  0.2559585E-37
-0.3939394E+01 -0.5454545E+00  0.6284816E-35
-0.3818182E+01 -0.5454545E+00  0.1219896E-32
-0.3696970E+01 -0.5454545E+00  0.1871801E-30
-0.3575758E+01 -0.5454545E+00  0.2270409E-28
-0.3454545E+01 -0.5454545E+00  0.2176988E-26
-0.3333333E+01 -0.5454545E+00  0.1650123E-24
-0.3212121E+01 -0.5454545E+00  0.9887491E-23
-0.3090909E+01 -0.5454545E+00  0.4683475E-21
-0.2969697E+01 -0.5454545E+00  0.1753750E-19
-0.2848485E+01 -0.5454545E+00  0.5191524E-18
-0.2727273E+01 -0.5454545E+00  0.1214983E-16
-0.2606061E+01 -0.5454545E+00  0.2248194E-15
-0.2484848E+01 -0.5454545E+00  0.3289767E-14
-0.2363636E+01 -0.5454545E+00  0.3808211E-13
-0.2242424E+01 -0.5454545E+00  0.3489881E-12
-0.2121212E+01 -0.5454545E+00  0.2535376E-11
-0.2000000E+01 -0.5454545E+00  0.1464223E-10
-0.1878788E+01 -0.5454545E+00  0.6757966E-10
-0.1757576E+01 -0.5454545E+00  0.2518089E-09
-0.1636364E+01 -0.5454545E+00  0.7717428E-09
-0.1515152E+01 -0.5454545E+00  0.2008927E-08
-0.1393939E+01 -0.5454545E+00  0.4664019E-08
-0.1272727E+01 -0.5454545E+00  0.1024893E-07
-0.1151515E+01 -0.5454545E+00  0.2235589E-07
-0.1030303E+01 -0.5454545E+00  0.4888859E-07
-0.9090909E+00 -0.5454545E+00  0.1043319E-06
-0.7878788E+00 -0.5454545E+00  0.2101164E-06
-0.6666667E+00 -0.5454545E+00  0.3952554E-06
-0.5454545E+00 -0.5454545E+00  0.7097244E-06
-0.4242424E+00 -0.5454545E+00  0.1263577E-05
-0.3030303E+00 -0.5454545E+00  0.2280592E-05
-0.1818182E+00 -0.5454545E+00  0.4111473E-05
-0.6060606E-01 -0.5454545E+00  0.7127754E-05
 0.6060606E-01 -0.5454545E+00  0.1154902E-04
 0.1818182E+00 -0.5454545E+00  0.1752921E-04
 0.3030303E+00 -0.5454545E+00  0.2571833E-04
 0.4242424E+00 -0.5454545E+00  0.3783336E-04
 0.5454545E+00 -0.5454545E+00  0.5634012E-04
 0.6666667E+00 -0.5454545E+00  0.8270469E-04
 0.7878788E+00 -0.5454545E+00  0.1152050E-03
 0.9090909E+00 -0.5454545E+00  0.1495050E-03
 0.1030303E+01 -0.5454545E+00  0.1833962E-03
 0.1151515E+01 -0.5454545E+00  0.2206948E-03
 0.1272727E+01 -0.5454545E+00  0.2684311E-03
 0.1393939E+01 -0.5454545E+00  0.3284412E-03
 0.1515152E+01 -0.5454545E+00  0.3904578E-03
 0.1636364E+01 -0.5454545E+00  0.4360789E-03
 0.1757576E+01 -0.5454545E+00  0.4546321E-03
 0.1878788E+01 -0.5454545E+00  0.4538262E-03
 0.2000000E+01 -0.5454545E+00  0.4507418E-03
 0.2121212E+01 -0.5454545E+00  0.4538262E-03
 0.2242424E+01 -0.5454545E+00  0.4546321E-03
 0.2363636E+01 -0.5454545E+00  0.4360789E-03
 0.2484848E+01 -0.5454545E+00  0.3904578E-03
 0.2606061E+01 -0.5454545E+00  0.3284412E-03
 0.2727273E+01 -0.5454545E+00  0.2684311E-03
 0.2848485E+01 -0.5454545E+00  0.2206948E-03
 0.2969697E+01 -0.5454545E+00  0.1833962E-03
 0.3090909E+01 -0.5454545E+00  0.1495050E-03
 0.3212121E+01 -0.5454545E+00  0.1152050E-03
 0.3333333E+01 -0.5454545E+00  0.8270469E-04
 0.3454545E+01 -0.5454545E+00  0.5634012E-04
 0.3575758E+01 -0.5454545E+00  0.3783336E-04
 0.3696970E+01 -0.5454545E+00  0.2571833E-04
 0.3818182E+01 -0.5454545E+00  0.1752921E-04
 0.3939394E+01 -0.5454545E+00  0.1154902E-04
 0.4060606E+01 -0.5454545E+00  0.7127754E-05
 0.4181818E+01 -0.5454545E+00  0.4111473E-05
 0.4303030E+01 -0.5454545E+00  0.2280592E-05
 0.4424242E+01 -0.5454545E+00  0.1263577E-05
 0.4545455E+01 -0.5454545E+00  0.7097244E-06
 0.4666667E+01 -0.5454545E+00  0.3952554E-06
 0.4787879E+01 -0.5454545E+00  0.2101164E-06
 0.4909091E+01 -0.5454545E+00  0.1043319E-06
 0.5030303E+01 -0.5454545E+00  0.4888859E-07
 0.5151515E+01 -0.5454545E+00  0.2235589E-07
 0.5272727E+01 -0.5454545E+00  0.1024893E-07
 0.5393939E+01 -0.5454545E+00  0.4664019E-08
 0.5515152E+01 -0.5454545E+00  0.2008927E-08
 0.5636364E+01 -0.5454545E+00  0.7717428E-09
 0.5757576E+01 -0.5454545E+00  0.2518089E-09
 0.5878788E+01 -0.5454545E+00  0.6757966E-10
 0.6000000E+01 -0.5454545E+00  0.1464223E-10
  
  
-0.6000000E+01 -0.4242424E+00  0.3404491E-89
-0.5878788E+01 -0.4242424E+00  0.3594717E-85
-0.5757576E+01 -0.4242424E+00  0.3000435E-81
-0.5636364E+01 -0.4242424E+00  0.1979751E-77
-0.5515152E+01 -0.4242424E+00  0.1032628E-73
-0.5393939E+01 -0.4242424E+00  0.4257788E-70
-0.5272727E+01 -0.4242424E+00  0.1387814E-66
-0.5151515E+01 -0.4242424E+00  0.3575898E-63
-0.5030303E+01 -0.4242424E+00  0.7283598E-60
-0.4909091E+01 -0.4242424E+00  0.1172772E-56
-0.4787879E+01 -0.4242424E+00  0.1492755E-53
-0.4666667E+01 -0.4242424E+00  0.1502000E-50
-0.4545455E+01 -0.4242424E+00  0.1194699E-47
-0.4424242E+01 -0.4242424E+00  0.7511970E-45
-0.4303030E+01 -0.4242424E+00  0.3733844E-42
-0.4181818E+01 -0.4242424E+00  0.1467119E-39
-0.4060606E+01 -0.4242424E+00  0.4557025E-37
-0.3939394E+01 -0.4242424E+00  0.1118934E-34
-0.3818182E+01 -0.4242424E+00  0.2171874E-32
-0.3696970E+01 -0.4242424E+00  0.3332511E-30
-0.3575758E+01 -0.4242424E+00  0.4042183E-28
-0.3454545E+01 -0.4242424E+00  0.3875859E-26
-0.3333333E+01 -0.4242424E+00  0.2937840E-24
-0.3212121E+01 -0.4242424E+00  0.1760346E-22
-0.3090909E+01 -0.4242424E+00  0.8338349E-21
-0.2969697E+01 -0.4242424E+00  0.3122335E-19
-0.2848485E+01 -0.4242424E+00  0.9242869E-18
-0.2727273E+01 -0.4242424E+00  0.2163127E-16
-0.2606061E+01 -0.4242424E+00  0.4002632E-15
-0.2484848E+01 -0.4242424E+00  0.5857024E-14
-0.2363636E+01 -0.4242424E+00  0.6780050E-13
-0.2242424E+01 -0.4242424E+00  0.6213303E-12
-0.2121212E+01 -0.4242424E+00  0.4513924E-11
-0.2000000E+01 -0.4242424E+00  0.2606869E-10
-0.1878788E+01 -0.4242424E+00  0.1203172E-09
-0.1757576E+01 -0.4242424E+00  0.4483147E-09
-0.1636364E+01 -0.4242424E+00  0.1373993E-08
-0.1515152E+01 -0.4242424E+00  0.3576647E-08
-0.1393939E+01 -0.4242424E+00  0.8303711E-08
-0.1272727E+01 -0.4242424E+00  0.1824695E-07
-0.1151515E+01 -0.4242424E+00  0.3980190E-07
-0.1030303E+01 -0.4242424E+00  0.8704011E-07
-0.9090909E+00 -0.4242424E+00  0.1857500E-06
-0.7878788E+00 -0.4242424E+00  0.3740863E-06
-0.6666667E+00 -0.4242424E+00  0.7037034E-06
-0.5454545E+00 -0.4242424E+00  0.1263577E-05
-0.4242424E+00 -0.4242424E+00  0.2249643E-05
-0.3030303E+00 -0.4242424E+00  0.4060313E-05
-0.1818182E+00 -0.4242424E+00  0.7319970E-05
-0.6060606E-01 -0.4242424E+00  0.1269009E-04
 0.6060606E-01 -0.4242424E+00  0.2056160E-04
 0.1818182E+00 -0.4242424E+00  0.3120860E-04
 0.3030303E+00 -0.4242424E+00  0.4578831E-04
 0.4242424E+00 -0.4242424E+00  0.6735763E-04
 0.5454545E+00 -0.4242424E+00  0.1003066E-03
 0.6666667E+00 -0.4242424E+00  0.1472455E-03
 0.7878788E+00 -0.4242424E+00  0.2051082E-03
 0.9090909E+00 -0.4242424E+00  0.2661753E-03
 0.1030303E+01 -0.4242424E+00  0.3265143E-03
 0.1151515E+01 -0.4242424E+00  0.3929199E-03
 0.1272727E+01 -0.4242424E+00  0.4779084E-03
 0.1393939E+01 -0.4242424E+00  0.5847490E-03
 0.1515152E+01 -0.4242424E+00  0.6951620E-03
 0.1636364E+01 -0.4242424E+00  0.7763847E-03
 0.1757576E+01 -0.4242424E+00  0.8094165E-03
 0.1878788E+01 -0.4242424E+00  0.8079817E-03
 0.2000000E+01 -0.4242424E+00  0.8024901E-03
 0.2121212E+01 -0.4242424E+00  0.8079817E-03
 0.2242424E+01 -0.4242424E+00  0.8094165E-03
 0.2363636E+01 -0.4242424E+00  0.7763847E-03
 0.2484848E+01 -0.4242424E+00  0.6951620E-03
 0.2606061E+01 -0.4242424E+00  0.5847490E-03
 0.2727273E+01 -0.4242424E+00  0.4779084E-03
 0.2848485E+01 -0.4242424E+00  0.3929199E-03
 0.2969697E+01 -0.4242424E+00  0.3265143E-03
 0.3090909E+01 -0.4242424E+00  0.2661753E-03
 0.3212121E+01 -0.4242424E+00  0.2051082E-03
 0.3333333E+01 -0.4242424E+00  0.1472455E-03
 0.3454545E+01 -0.4242424E+00  0.1003066E-03
 0.3575758E+01 -0.4242424E+00  0.6735763E-04
 0.3696970E+01 -0.4242424E+00  0.4578831E-04
 0.3818182E+01 -0.4242424E+00  0.3120860E-04
 0.3939394E+01 -0.4242424E+00  0.2056160E-04
 0.4060606E+01 -0.4242424E+00  0.1269009E-04
 0.4181818E+01 -0.4242424E+00  0.7319970E-05
 0.4303030E+01 -0.4242424E+00  0.4060313E-05
 0.4424242E+01 -0.4242424E+00  0.2249643E-05
 0.4545455E+01 -0.4242424E+00  0.1263577E-05
 0.4666667E+01 -0.4242424E+00  0.7037034E-06
 0.4787879E+01 -0.4242424E+00  0.3740863E-06
 0.4909091E+01 -0.4242424E+00  0.1857500E-06
 0.5030303E+01 -0.4242424E+00  0.8704011E-07
 0.5151515E+01 -0.4242424E+00  0.3980190E-07
 0.5272727E+01 -0.4242424E+00  0.1824695E-07
 0.5393939E+01 -0.4242424E+00  0.8303711E-08
 0.5515152E+01 -0.4242424E+00  0.3576647E-08
 0.5636364E+01 -0.4242424E+00  0.1373993E-08
 0.5757576E+01 -0.4242424E+00  0.4483147E-09
 0.5878788E+01 -0.4242424E+00  0.1203172E-09
 0.6000000E+01 -0.4242424E+00  0.2606869E-10
  
  
-0.6000000E+01 -0.3030303E+00  0.6144663E-89
-0.5878788E+01 -0.3030303E+00  0.6487998E-85
-0.5757576E+01 -0.3030303E+00  0.5415395E-81
-0.5636364E+01 -0.3030303E+00  0.3573194E-77
-0.5515152E+01 -0.3030303E+00  0.1863759E-73
-0.5393939E+01 -0.3030303E+00  0.7684755E-70
-0.5272727E+01 -0.3030303E+00  0.2504823E-66
-0.5151515E+01 -0.3030303E+00  0.6454031E-63
-0.5030303E+01 -0.3030303E+00  0.1314595E-59
-0.4909091E+01 -0.3030303E+00  0.2116702E-56
-0.4787879E+01 -0.3030303E+00  0.2694228E-53
-0.4666667E+01 -0.3030303E+00  0.2710915E-50
-0.4545455E+01 -0.3030303E+00  0.2156276E-47
-0.4424242E+01 -0.3030303E+00  0.1355813E-44
-0.4303030E+01 -0.3030303E+00  0.6739103E-42
-0.4181818E+01 -0.3030303E+00  0.2647959E-39
-0.4060606E+01 -0.3030303E+00  0.8224839E-37
-0.3939394E+01 -0.3030303E+00  0.2019531E-34
-0.3818182E+01 -0.3030303E+00  0.3919950E-32
-0.3696970E+01 -0.3030303E+00  0.6014751E-30
-0.3575758E+01 -0.3030303E+00  0.7295616E-28
-0.3454545E+01 -0.3030303E+00  0.6995422E-26
-0.3333333E+01 -0.3030303E+00  0.5302421E-24
-0.3212121E+01 -0.3030303E+00  0.3177196E-22
-0.3090909E+01 -0.3030303E+00  0.1504964E-20
-0.2969697E+01 -0.3030303E+00  0.5635410E-19
-0.2848485E+01 -0.3030303E+00  0.1668218E-17
-0.2727273E+01 -0.3030303E+00  0.3904164E-16
-0.2606061E+01 -0.3030303E+00  0.7224232E-15
-0.2484848E+01 -0.3030303E+00  0.1057117E-13
-0.2363636E+01 -0.3030303E+00  0.1223711E-12
-0.2242424E+01 -0.3030303E+00  0.1121421E-11
-0.2121212E+01 -0.3030303E+00  0.8147047E-11
-0.2000000E+01 -0.3030303E+00  0.4705060E-10
-0.1878788E+01 -0.3030303E+00  0.2171570E-09
-0.1757576E+01 -0.3030303E+00  0.8091498E-09
-0.1636364E+01 -0.3030303E+00  0.2479879E-08
-0.1515152E+01 -0.3030303E+00  0.6455383E-08
-0.1393939E+01 -0.3030303E+00  0.1498712E-07
-0.1272727E+01 -0.3030303E+00  0.3293338E-07
-0.1151515E+01 -0.3030303E+00  0.7183727E-07
-0.1030303E+01 -0.3030303E+00  0.1570961E-06
-0.9090909E+00 -0.3030303E+00  0.3352547E-06
-0.7878788E+00 -0.3030303E+00  0.6751772E-06
-0.6666667E+00 -0.3030303E+00  0.1270093E-05
-0.5454545E+00 -0.3030303E+00  0.2280592E-05
-0.4242424E+00 -0.3030303E+00  0.4060313E-05
-0.3030303E+00 -0.3030303E+00  0.7328338E-05
-0.1818182E+00 -0.3030303E+00  0.1321160E-04
-0.6060606E-01 -0.3030303E+00  0.2290396E-04
 0.6060606E-01 -0.3030303E+00  0.3711102E-04
 0.1818182E+00 -0.3030303E+00  0.5632747E-04
 0.3030303E+00 -0.3030303E+00  0.8264196E-04
 0.4242424E+00 -0.3030303E+00  0.1215718E-03
 0.5454545E+00 -0.3030303E+00  0.1810404E-03
 0.6666667E+00 -0.3030303E+00  0.2657590E-03
 0.7878788E+00 -0.3030303E+00  0.3701938E-03
 0.9090909E+00 -0.3030303E+00  0.4804118E-03
 0.1030303E+01 -0.3030303E+00  0.5893159E-03
 0.1151515E+01 -0.3030303E+00  0.7091694E-03
 0.1272727E+01 -0.3030303E+00  0.8625626E-03
 0.1393939E+01 -0.3030303E+00  0.1055396E-02
 0.1515152E+01 -0.3030303E+00  0.1254677E-02
 0.1636364E+01 -0.3030303E+00  0.1401274E-02
 0.1757576E+01 -0.3030303E+00  0.1460892E-02
 0.1878788E+01 -0.3030303E+00  0.1458302E-02
 0.2000000E+01 -0.3030303E+00  0.1448391E-02
 0.2121212E+01 -0.3030303E+00  0.1458302E-02
 0.2242424E+01 -0.3030303E+00  0.1460892E-02
 0.2363636E+01 -0.3030303E+00  0.1401274E-02
 0.2484848E+01 -0.3030303E+00  0.1254677E-02
 0.2606061E+01 -0.3030303E+00  0.1055396E-02
 0.2727273E+01 -0.3030303E+00  0.8625626E-03
 0.2848485E+01 -0.3030303E+00  0.7091694E-03
 0.2969697E+01 -0.3030303E+00  0.5893159E-03
 0.3090909E+01 -0.3030303E+00  0.4804118E-03
 0.3212121E+01 -0.3030303E+00  0.3701938E-03
 0.3333333E+01 -0.3030303E+00  0.2657590E-03
 0.3454545E+01 -0.3030303E+00  0.1810404E-03
 0.3575758E+01 -0.3030303E+00  0.1215718E-03
 0.3696970E+01 -0.3030303E+00  0.8264196E-04
 0.3818182E+01 -0.3030303E+00  0.5632747E-04
 0.3939394E+01 -0.3030303E+00  0.3711102E-04
 0.4060606E+01 -0.3030303E+00  0.2290396E-04
 0.4181818E+01 -0.3030303E+00  0.1321160E-04
 0.4303030E+01 -0.3030303E+00  0.7328338E-05
 0.4424242E+01 -0.3030303E+00  0.4060313E-05
 0.4545455E+01 -0.3030303E+00  0.2280592E-05
 0.4666667E+01 -0.3030303E+00  0.1270093E-05
 0.4787879E+01 -0.3030303E+00  0.6751772E-06
 0.4909091E+01 -0.3030303E+00  0.3352547E-06
 0.5030303E+01 -0.3030303E+00  0.1570961E-06
 0.5151515E+01 -0.3030303E+00  0.7183727E-07
 0.5272727E+01 -0.3030303E+00  0.3293338E-07
 0.5393939E+01 -0.3030303E+00  0.1498712E-07
 0.5515152E+01 -0.3030303E+00  0.6455383E-08
 0.5636364E+01 -0.3030303E+00  0.2479879E-08
 0.5757576E+01 -0.3030303E+00  0.8091498E-09
 0.5878788E+01 -0.3030303E+00  0.2171570E-09
 0.6000000E+01 -0.3030303E+00  0.4705060E-10
  
  
-0.6000000E+01 -0.1818182E+00  0.1107766E-88
-0.5878788E+01 -0.1818182E+00  0.1169662E-84
-0.5757576E+01 -0.1818182E+00  0.9762925E-81
-0.5636364E+01 -0.1818182E+00  0.6441787E-77
-0.5515152E+01 -0.1818182E+00  0.3360003E-73
-0.5393939E+01 -0.1818182E+00  0.1385415E-69
-0.5272727E+01 -0.1818182E+00  0.4515719E-66
-0.5151515E+01 -0.1818182E+00  0.1163539E-62
-0.5030303E+01 -0.1818182E+00  0.2369964E-59
-0.4909091E+01 -0.1818182E+00  0.3816010E-56
-0.4787879E+01 -0.1818182E+00  0.4857180E-53
-0.4666667E+01 -0.1818182E+00  0.4887264E-50
-0.4545455E+01 -0.1818182E+00  0.3887355E-47
-0.4424242E+01 -0.1818182E+00  0.2444272E-44
-0.4303030E+01 -0.1818182E+00  0.1214932E-41
-0.4181818E+01 -0.1818182E+00  0.4773766E-39
-0.4060606E+01 -0.1818182E+00  0.1482782E-36
-0.3939394E+01 -0.1818182E+00  0.3640829E-34
-0.3818182E+01 -0.1818182E+00  0.7066922E-32
-0.3696970E+01 -0.1818182E+00  0.1084345E-29
-0.3575758E+01 -0.1818182E+00  0.1315261E-27
-0.3454545E+01 -0.1818182E+00  0.1261141E-25
-0.3333333E+01 -0.1818182E+00  0.9559253E-24
-0.3212121E+01 -0.1818182E+00  0.5727878E-22
-0.3090909E+01 -0.1818182E+00  0.2713163E-20
-0.2969697E+01 -0.1818182E+00  0.1015957E-18
-0.2848485E+01 -0.1818182E+00  0.3007479E-17
-0.2727273E+01 -0.1818182E+00  0.7038463E-16
-0.2606061E+01 -0.1818182E+00  0.1302391E-14
-0.2484848E+01 -0.1818182E+00  0.1905780E-13
-0.2363636E+01 -0.1818182E+00  0.2206118E-12
-0.2242424E+01 -0.1818182E+00  0.2021707E-11
-0.2121212E+01 -0.1818182E+00  0.1468757E-10
-0.2000000E+01 -0.1818182E+00  0.8482325E-10
-0.1878788E+01 -0.1818182E+00  0.3914927E-09
-0.1757576E+01 -0.1818182E+00  0.1458743E-08
-0.1636364E+01 -0.1818182E+00  0.4470749E-08
-0.1515152E+01 -0.1818182E+00  0.1163782E-07
-0.1393939E+01 -0.1818182E+00  0.2701892E-07
-0.1272727E+01 -0.1818182E+00  0.5937260E-07
-0.1151515E+01 -0.1818182E+00  0.1295089E-06
-0.1030303E+01 -0.1818182E+00  0.2832143E-06
-0.9090909E+00 -0.1818182E+00  0.6044002E-06
-0.7878788E+00 -0.1818182E+00  0.1217216E-05
-0.6666667E+00 -0.1818182E+00  0.2289736E-05
-0.5454545E+00 -0.1818182E+00  0.4111473E-05
-0.4242424E+00 -0.1818182E+00  0.7319970E-05
-0.3030303E+00 -0.1818182E+00  0.1321160E-04
-0.1818182E+00 -0.1818182E+00  0.2381799E-04
-0.6060606E-01 -0.1818182E+00  0.4129147E-04
 0.6060606E-01 -0.1818182E+00  0.6690410E-04
 0.1818182E+00 -0.1818182E+00  0.1015477E-03
 0.3030303E+00 -0.1818182E+00  0.1489877E-03
 0.4242424E+00 -0.1818182E+00  0.2191707E-03
 0.5454545E+00 -0.1818182E+00  0.3263814E-03
 0.6666667E+00 -0.1818182E+00  0.4791128E-03
 0.7878788E+00 -0.1818182E+00  0.6673888E-03
 0.9090909E+00 -0.1818182E+00  0.8660909E-03
 0.1030303E+01 -0.1818182E+00  0.1062424E-02
 0.1151515E+01 -0.1818182E+00  0.1278497E-02
 0.1272727E+01 -0.1818182E+00  0.1555036E-02
 0.1393939E+01 -0.1818182E+00  0.1902678E-02
 0.1515152E+01 -0.1818182E+00  0.2261944E-02
 0.1636364E+01 -0.1818182E+00  0.2526229E-02
 0.1757576E+01 -0.1818182E+00  0.2633709E-02
 0.1878788E+01 -0.1818182E+00  0.2629040E-02
 0.2000000E+01 -0.1818182E+00  0.2611172E-02
 0.2121212E+01 -0.1818182E+00  0.2629040E-02
 0.2242424E+01 -0.1818182E+00  0.2633709E-02
 0.2363636E+01 -0.1818182E+00  0.2526229E-02
 0.2484848E+01 -0.1818182E+00  0.2261944E-02
 0.2606061E+01 -0.1818182E+00  0.1902678E-02
 0.2727273E+01 -0.1818182E+00  0.1555036E-02
 0.2848485E+01 -0.1818182E+00  0.1278497E-02
 0.2969697E+01 -0.1818182E+00  0.1062424E-02
 0.3090909E+01 -0.1818182E+00  0.8660909E-03
 0.3212121E+01 -0.1818182E+00  0.6673888E-03
 0.3333333E+01 -0.1818182E+00  0.4791128E-03
 0.3454545E+01 -0.1818182E+00  0.3263814E-03
 0.3575758E+01 -0.1818182E+00  0.2191707E-03
 0.3696970E+01 -0.1818182E+00  0.1489877E-03
 0.3818182E+01 -0.1818182E+00  0.1015477E-03
 0.3939394E+01 -0.1818182E+00  0.6690410E-04
 0.4060606E+01 -0.1818182E+00  0.4129147E-04
 0.4181818E+01 -0.1818182E+00  0.2381799E-04
 0.4303030E+01 -0.1818182E+00  0.1321160E-04
 0.4424242E+01 -0.1818182E+00  0.7319970E-05
 0.4545455E+01 -0.1818182E+00  0.4111473E-05
 0.4666667E+01 -0.1818182E+00  0.2289736E-05
 0.4787879E+01 -0.1818182E+00  0.1217216E-05
 0.4909091E+01 -0.1818182E+00  0.6044002E-06
 0.5030303E+01 -0.1818182E+00  0.2832143E-06
 0.5151515E+01 -0.1818182E+00  0.1295089E-06
 0.5272727E+01 -0.1818182E+00  0.5937260E-07
 0.5393939E+01 -0.1818182E+00  0.2701892E-07
 0.5515152E+01 -0.1818182E+00  0.1163782E-07
 0.5636364E+01 -0.1818182E+00  0.4470749E-08
 0.5757576E+01 -0.1818182E+00  0.1458743E-08
 0.5878788E+01 -0.1818182E+00  0.3914927E-09
 0.6000000E+01 -0.1818182E+00  0.8482325E-10
  
  
-0.6000000E+01 -0.6060606E-01  0.1920451E-88
-0.5878788E+01 -0.6060606E-01  0.2027756E-84
-0.5757576E+01 -0.6060606E-01  0.1692526E-80
-0.5636364E+01 -0.6060606E-01  0.1116765E-76
-0.5515152E+01 -0.6060606E-01  0.5824986E-73
-0.5393939E+01 -0.6060606E-01  0.2401790E-69
-0.5272727E+01 -0.6060606E-01  0.7828565E-66
-0.5151515E+01 -0.6060606E-01  0.2017140E-62
-0.5030303E+01 -0.6060606E-01  0.4108630E-59
-0.4909091E+01 -0.6060606E-01  0.6615532E-56
-0.4787879E+01 -0.6060606E-01  0.8420531E-53
-0.4666667E+01 -0.6060606E-01  0.8472685E-50
-0.4545455E+01 -0.6060606E-01  0.6739218E-47
-0.4424242E+01 -0.6060606E-01  0.4237453E-44
-0.4303030E+01 -0.6060606E-01  0.2106237E-41
-0.4181818E+01 -0.6060606E-01  0.8275921E-39
-0.4060606E+01 -0.6060606E-01  0.2570588E-36
-0.3939394E+01 -0.6060606E-01  0.6311833E-34
-0.3818182E+01 -0.6060606E-01  0.1225140E-31
-0.3696970E+01 -0.6060606E-01  0.1879848E-29
-0.3575758E+01 -0.6060606E-01  0.2280169E-27
-0.3454545E+01 -0.6060606E-01  0.2186347E-25
-0.3333333E+01 -0.6060606E-01  0.1657216E-23
-0.3212121E+01 -0.6060606E-01  0.9929995E-22
-0.3090909E+01 -0.6060606E-01  0.4703608E-20
-0.2969697E+01 -0.6060606E-01  0.1761289E-18
-0.2848485E+01 -0.6060606E-01  0.5213841E-17
-0.2727273E+01 -0.6060606E-01  0.1220206E-15
-0.2606061E+01 -0.6060606E-01  0.2257858E-14
-0.2484848E+01 -0.6060606E-01  0.3303909E-13
-0.2363636E+01 -0.6060606E-01  0.3824581E-12
-0.2242424E+01 -0.6060606E-01  0.3504883E-11
-0.2121212E+01 -0.6060606E-01  0.2546275E-10
-0.2000000E+01 -0.6060606E-01  0.1470517E-09
-0.1878788E+01 -0.6060606E-01  0.6787017E-09
